"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"xca[9]",20.95317959709,0.498206267961821,19.956123393305,20.61978861063,20.958217357143,21.2883935392408,21.9034595184759,1.00096828402371,6300
"xca[10]",20.9534416817525,0.499343920590449,19.9478333508607,20.6253002889713,20.958109741118,21.291600360428,21.9082039344837,1.00105529041408,6300
"xca[11]",20.952452629185,0.498282374718055,19.9410097897526,20.6279801885601,20.9559844036549,21.2866031097744,21.908223533971,1.00101519814225,6300
"xca[12]",20.9529330986752,0.497991187903263,19.9506024313554,20.6245171488351,20.9579562070228,21.2913034075474,21.9040920643529,1.00107576847309,6300
"xca[13]",20.9531244496489,0.497649063404318,19.9521250794316,20.6273298801446,20.9577196511963,21.2913771254642,21.912417155561,1.0010654071643,6300
"xca[14]",20.9531715199861,0.498518718852455,19.9462622349805,20.626676497562,20.9586691575599,21.2896120224482,21.9079650713675,1.00099550962493,6300
"xca[15]",20.9522049921399,0.497845557935559,19.9480702779061,20.6245057468308,20.9561179094635,21.288239311371,21.9047866083575,1.00106092553966,6300
"xca[16]",20.9528403005808,0.497635097390406,19.9558294707827,20.6266429488431,20.9587938480307,21.2886924953305,21.9140977487077,1.00105953267069,6300
"xca[17]",20.9532936789491,0.497931529173574,19.9573378781403,20.6262453197942,20.9571627241649,21.2877977857575,21.9000482613123,1.00103321876212,6300
"xca[18]",20.9533404602787,0.497919291313977,19.9508728339109,20.6266149892348,20.9576054799367,21.2873230889448,21.9024900969848,1.00100262616823,6300
"xca[19]",20.9532163304672,0.498443042699655,19.961998820038,20.6261920446634,20.9579937751682,21.2889957822783,21.8998462920632,1.00101205477641,6300
"xca[20]",20.9533296233412,0.498297566509604,19.945426301862,20.6240845289148,20.9565841082575,21.2903212725507,21.9139685895533,1.00104641008944,6300
"xca[21]",20.9532455667497,0.498663677347647,19.9552987987596,20.6263879298548,20.9577985812526,21.2915422754869,21.9045788385599,1.00106306589116,6300
"xca[22]",20.9531821241474,0.497932028511728,19.9573517765238,20.630735813095,20.9570388370194,21.2900695242585,21.89694970738,1.00106051234084,6300
"xca[23]",20.9529783734021,0.497386444539498,19.9562045674932,20.6275859014392,20.9545485950335,21.2877320559922,21.9026663041835,1.00102171600805,6300
"xca[24]",20.9530124763967,0.497455347034008,19.9491983878691,20.6216580468016,20.9571031310147,21.2904545591767,21.9084734259043,1.00095359659242,6300
"xca[25]",20.9536774414808,0.498131534785915,19.9547355500141,20.6255138711151,20.9582897715281,21.2891638537149,21.9129251863197,1.00106144399735,6300
"xca[26]",20.9528907962191,0.497491166062746,19.9558478194178,20.6232620613255,20.9597025531541,21.2889440775917,21.9163174367505,1.00106951084794,6300
"xca[27]",20.9525380460859,0.497245573121882,19.9592630068132,20.6193649868106,20.9571143952982,21.2866199140741,21.9091841031171,1.00114741869472,5800
"xca[28]",20.9525995674777,0.498968353226384,19.9469497136309,20.6232539226395,20.9561020793337,21.2860018627638,21.9199312040949,1.00106937900779,6300
"xmg[1]",37.023053919313,0.50004600659274,36.0240911354884,36.6828297405121,37.0269635594939,37.3563474932935,38.0084264957777,1.00119599330689,5500
"xmg[2]",37.0231031045434,0.499962660027961,36.0261392106698,36.6818277095889,37.0270773197365,37.3556807821558,38.0074642988836,1.0011909366176,5500
"xmg[3]",37.0230217317953,0.499952807124629,36.0263946721672,36.6827547744115,37.0269924849746,37.354984590878,38.0085374152966,1.00118641454965,5500
"xmg[4]",37.0229747539708,0.499950854726505,36.0280351251127,36.6814569290769,37.0270952976588,37.356143448397,38.0056954327081,1.00119246496713,5500
"xmg[5]",37.0230276071602,0.499951223697739,36.0254415910704,36.6828254713207,37.0250677985318,37.3551008585694,38.0101664305232,1.00120042556734,5500
"xmg[6]",37.0230100239223,0.49995546734814,36.0238012889786,36.6818325442835,37.0270342283308,37.3573855974586,38.006527849626,1.0011876937708,5500
"xmg[7]",37.0230758473475,0.499996588027284,36.021512538712,36.6816889255151,37.0270493371532,37.3571228480266,38.0052729886025,1.00118967557944,5500
"xmg[8]",37.0231876851156,0.500115624956208,36.0245739240708,36.6820135807756,37.0283086759909,37.3544074735539,38.008198638436,1.0012015182547,5500
"xmg[9]",37.0230576732392,0.500048325230872,36.0268913993493,36.6820588060908,37.0264244750628,37.3551661925977,38.0070468635021,1.0012021818803,5400
"xmg[10]",37.0232220990936,0.500052490520488,36.0260510177154,36.6814897638119,37.0265495390953,37.357329448901,38.0079590251645,1.00119993356043,5500
"xmg[11]",37.0231071920564,0.500115225578273,36.0268745137192,36.6843196802446,37.026873368322,37.3552259133128,38.008925388514,1.00119429189541,5500
"xmg[12]",37.0231973584785,0.50014586900314,36.0222326710479,36.6842108806232,37.0265531306955,37.3559894214896,38.0113775571027,1.00120361260003,5400
"xmg[13]",37.0231533735733,0.500058565694763,36.025733822254,36.6828474787492,37.0282608668542,37.3584468900816,38.0092820512462,1.00118734988667,5500
"xmg[14]",37.023253743558,0.500105887152147,36.0263239238125,36.6805329692452,37.0272134394006,37.3563439322331,38.0096738205839,1.0012005257534,5500
"xmg[15]",37.0231410306854,0.500153597775262,36.0237182048643,36.6822884994015,37.0276678266175,37.3571831400386,38.0049678913504,1.00119262318479,5500
"xmg[16]",37.0231630805571,0.500112727097827,36.0240950597266,36.6802573056588,37.0273513489715,37.3560725098715,38.0061086874946,1.00118721398933,5500
"xmg[17]",37.0231598847899,0.500158252329285,36.0255657599856,36.6819199956668,37.0259482094849,37.3569821748621,38.0092910043268,1.00118753450885,5500
"xmg[18]",37.0231658683347,0.500165792414715,36.0263935978061,36.6812731245303,37.0261409319349,37.3555018942974,38.0099351445099,1.00118783339942,5500
"xmg[19]",37.0230863680609,0.500152483859437,36.0259920226442,36.6810720851565,37.0253510291005,37.355783231699,38.0093737874702,1.00119468334466,5500
"xmg[20]",37.0230591638389,0.500088394956874,36.0260533206264,36.6812274126819,37.0269028590577,37.3565481614305,38.008350909803,1.00120996547761,5400
"xmg[21]",37.0232047780154,0.5000928403697,36.0268180323333,36.6805373047052,37.0272035233969,37.357361317923,38.0083045549502,1.00119768078186,5500
"xmg[22]",37.0231328480193,0.50005829860578,36.0275625481623,36.6814243012311,37.0274122139196,37.3571262136749,38.0086232311274,1.00119896829611,5500
"xmg[23]",37.0231700515286,0.499989208297411,36.0251011092845,36.6816618712098,37.0269841386987,37.3559621053793,38.0072418067034,1.00119560462389,5500
"xmg[24]",37.0230728970837,0.500053424794704,36.0231203097914,36.6807012759656,37.0265833834147,37.3568166592388,38.0065206285804,1.00119484809789,5500
"xmg[25]",37.0230877250194,0.500084614461704,36.026359110431,36.6835472799853,37.0270206438568,37.3569070337869,38.0068234840882,1.00119098317796,5500
"xmg[26]",37.0229864233829,0.500214677672998,36.0206190060282,36.6814446872231,37.0273728226081,37.3573917339997,38.0043898359382,1.00118620373042,5500
"xmg[27]",37.0229180294592,0.50009252514934,36.0275118716669,36.6823666847018,37.0261968381868,37.3563724039484,38.0088276781375,1.00118916507527,5500
"xmg[28]",37.023256324944,0.499899423544588,36.028298585143,36.6836466794407,37.0283119093772,37.3568513315877,38.0080591418542,1.00119158351272,5500
