age,mean,sd,2.50%,25%,50%,75%,97.50%
55904,2441.311295,245.4515006,2000.590841,2273.35529,2427.66672,2596.652497,2962.140189
55901,2508.327773,242.8980268,2068.068246,2340.337808,2493.511971,2661.134171,3023.661134
55899,2481.056904,241.6803743,2044.104311,2311.137591,2469.542912,2634.090354,2999.866576
55898,2459.57636,240.6609625,2029.799167,2290.504127,2442.632586,2612.013347,2971.053044
55894,2397.096052,236.8669639,1975.888394,2229.700957,2381.450054,2548.314075,2895.121673
55891,2341.487931,233.5218174,1923.392666,2180.991245,2325.063597,2488.990201,2833.852397
55888,2285.760187,225.1055661,1888.524165,2126.188109,2273.053575,2429.487189,2766.539646
55885,2241.015971,221.6870447,1850.356567,2086.784445,2227.081942,2381.170026,2723.025141
55882,2187.993444,218.5271592,1802.50786,2032.759018,2173.140087,2326.908729,2654.011994
55872,2082.083123,209.9782558,1712.881599,1935.118223,2067.156473,2214.550619,2526.924846
55869,2085.339391,213.0712546,1705.164928,1933.936187,2073.026387,2218.195494,2539.549552
55865,2090.974673,216.1815741,1705.080218,1939.304874,2078.922953,2227.653437,2547.028418
55859,2100.114153,217.5209131,1705.976362,1949.071793,2086.792034,2237.668914,2566.996401
55853,2052.962043,206.3927356,1684.161391,1906.143978,2041.561562,2184.168349,2492.021013
55849,2071.820991,203.1564243,1709.401009,1928.860739,2060.268337,2201.776509,2502.109125
55848,2070.184254,200.3058096,1708.912654,1927.809367,2060.232243,2200.338024,2488.736751
55846,2036.926031,195.0702553,1684.740827,1899.735907,2026.119854,2160.948638,2443.709437
55843,1989.862231,196.9187359,1636.033442,1852.717179,1978.141866,2116.343921,2407.997771
55833,1816.15819,186.0977741,1481.979796,1686.3971,1806.797328,1935.344374,2208.172337
55822,1679.059776,166.3602047,1377.325755,1562.565315,1669.957651,1786.234564,2028.055545
55820,1653.050387,162.4572594,1357.866518,1540.280128,1645.619496,1754.567769,1995.563597
55817,1618.122384,152.3711946,1345.187638,1511.144341,1608.708108,1715.391027,1941.952205
55815,1595.161438,146.9576285,1328.439012,1494.303186,1587.628457,1689.19019,1901.075467
55805,1448.22276,135.2400559,1204.745159,1352.945076,1442.261876,1534.129134,1727.494625
55803,1415.321832,131.1317349,1178.091558,1324.663013,1407.821215,1499.550202,1692.78317
55800,1369.030858,124.3017998,1146.727159,1281.526279,1363.219952,1448.595367,1634.446862
55798,1336.271606,119.4062878,1120.050876,1253.501086,1329.738764,1413.154148,1586.333095
55796,1313.610095,115.0911235,1103.757243,1233.263415,1308.299115,1387.414459,1555.959184
55794,1289.205173,112.5482885,1083.73573,1211.525099,1284.379573,1361.357822,1521.255308
55788,1387.92475,115.2818443,1181.112934,1307.789009,1380.648028,1462.499737,1630.737605
55781,1402.697422,128.587873,1170.688013,1313.571703,1395.351526,1485.455654,1676.334428
55776,1390.64068,132.8361845,1151.91366,1297.110495,1383.891778,1475.685368,1672.734801
55774,1393.048866,136.1562057,1145.666806,1299.545055,1384.717661,1479.452015,1680.640558
55772,1380.440372,136.2352496,1132.666297,1285.990681,1371.836732,1465.213864,1671.658415
55765,1374.278362,138.2151829,1126.197289,1277.754261,1367.150494,1461.742592,1666.318609
55761,1367.199787,137.1988786,1120.285188,1271.795337,1358.384646,1454.16608,1655.06523
55759,1363.528079,136.807459,1117.035462,1267.763413,1356.152413,1450.63809,1654.807104
55753,1358.374472,131.6422686,1118.386466,1265.436928,1352.041808,1443.701385,1635.757628
55749,1346.846878,127.9782133,1113.698017,1257.717966,1340.370475,1430.316081,1611.685076
55741,1331.343425,115.8424171,1116.935964,1250.696556,1327.439796,1407.264684,1568.036587
55739,1323.685511,112.0460358,1117.211113,1246.278692,1318.02657,1397.911231,1557.747768
55734,1345.091005,119.4569448,1127.758813,1261.654793,1339.679271,1422.130781,1593.437364
55732,1355.163616,122.2520656,1131.587604,1270.949593,1350.466328,1433.239207,1613.197949
