age (ka; for time dependent parameters) ,mean,sd,2.50%,25%,50%,75%,97.50%,Rhat,n.eff
55932,0.002185808,0.000138707,0.001917371,0.002090494,0.002184334,0.002279013,0.002459304,1.001062753,22000
55930,0.002205944,0.00014203,0.001928885,0.002107876,0.002205512,0.002302532,0.002483291,1.001138183,16000
55927,0.002220165,0.000142005,0.001943097,0.002123216,0.002218319,0.002317677,0.002501567,1.001067417,21000
55926,0.002225171,0.000141133,0.00195276,0.00212885,0.002223827,0.002320421,0.002505806,1.001022903,26000
55924,0.002235098,0.000142325,0.001959152,0.002137059,0.002234249,0.002332411,0.002515399,1.000987137,27000
55920,0.002246525,0.000141638,0.001973469,0.002148046,0.002244398,0.002342546,0.002529849,1.001024401,26000
55917,0.002258026,0.000142539,0.001982814,0.00215842,0.002258032,0.002355364,0.002539864,1.00102791,26000
55914,0.002268494,0.000141287,0.001996156,0.002172209,0.002267541,0.002363609,0.002549623,1.000968513,27000
55907,0.002297687,0.000140798,0.002024705,0.002201858,0.002296865,0.002393098,0.002576294,1.000946885,27000
55904,0.002312166,0.000140341,0.002039916,0.002216922,0.002311911,0.002407001,0.002588729,1.000989529,27000
55901,0.002327259,0.00014044,0.002053389,0.002231293,0.002326833,0.002422777,0.002605502,1.000973831,27000
55899,0.002338564,0.000140083,0.002065151,0.002243222,0.002339816,0.00243236,0.002616057,1.001001301,27000
55898,0.002342575,0.000140504,0.002068526,0.002246243,0.002341877,0.00243818,0.00262074,1.001005006,27000
55894,0.002358879,0.000137902,0.002085141,0.002264996,0.00235985,0.002450614,0.002625614,1.00092709,27000
55891,0.002347716,0.000137751,0.002077707,0.002254731,0.0023476,0.002441142,0.002617362,1.001121944,17000
55888,0.002334768,0.000137786,0.002064511,0.002241958,0.002334577,0.002428055,0.002606115,1.001021662,26000
55885,0.002320285,0.000135403,0.002058024,0.00222704,0.002318123,0.002411684,0.002589361,1.001124486,17000
55882,0.002304681,0.000134463,0.002044871,0.002211999,0.002303109,0.002396439,0.002571276,1.000999595,27000
55872,0.002286538,0.000132805,0.00202888,0.002194855,0.002285771,0.002376454,0.002548459,1.001001058,27000
55869,0.002294615,0.000135282,0.002034172,0.002199208,0.0022939,0.002386498,0.002563588,1.001045735,23000
55865,0.002302072,0.000135412,0.002039056,0.002209158,0.002300728,0.002392666,0.002571635,1.001015374,27000
55859,0.002313177,0.000136297,0.002050273,0.002217802,0.002312787,0.002405706,0.002584766,1.000933806,27000
55853,0.002255598,0.000126609,0.002009965,0.002166186,0.00225498,0.002345032,0.002502854,1.001063788,22000
55849,0.002274151,0.00013141,0.002023581,0.002181152,0.002272198,0.002364675,0.00253766,1.001070052,21000
55848,0.00227133,0.000130991,0.002021426,0.002178807,0.002271067,0.002361546,0.002530874,1.001064744,21000
55846,0.002262128,0.000127283,0.002017843,0.00217212,0.002260829,0.002350381,0.00251488,1.001073084,21000
55843,0.002246403,0.000125448,0.002000771,0.002159125,0.002247214,0.002334663,0.00249108,1.001011058,27000
55833,0.002164549,0.000123808,0.001920709,0.002081323,0.002164948,0.002248208,0.002407367,1.0010481,23000
55822,0.002128223,0.000118641,0.001895428,0.002047711,0.002129132,0.002208583,0.00235965,1.001085513,20000
55820,0.002122006,0.000117763,0.001892813,0.002042265,0.002121756,0.002202531,0.00235226,1.000956859,27000
55817,0.002111446,0.000116362,0.001883285,0.002032762,0.002111612,0.002190344,0.002338101,1.000971998,27000
55815,0.002105642,0.000114477,0.001880596,0.002028536,0.002105704,0.002184422,0.002327927,1.001205554,13000
55805,0.00206295,0.000107156,0.0018497,0.001991701,0.00206329,0.00213518,0.002272332,1.000954125,27000
55803,0.002054419,0.000105631,0.001848623,0.001983568,0.002054562,0.002125744,0.002261176,1.000989802,27000
55800,0.002037623,0.000101729,0.001837536,0.001968639,0.002037718,0.002105888,0.002236655,1.00106305,22000
55798,0.002026189,0.00010041,0.001830198,0.001958111,0.002026432,0.002094186,0.002222511,1.000886711,27000
