"","time","d18O","d18Ofsal","Mg/Ca","d11B"
"1",0,-3.12160361322305,-1.85560361322305,1.84259431092356,16.8547902556953
"2",0,-3.12160361322305,-1.85560361322305,2.4593760887481,20.7680984274949
"3",0,-5.12160361322305,-1.85560361322305,2.2403537078312,19.3825447232598
"4",0,-1.12160361322305,-1.85560361322305,2.2403537078312,19.3825447232598
"5",0,-3.12160361322305,-1.85560361322305,2.2403537078312,17.6546283715307
"6",0,-3.12160361322305,-1.85560361322305,2.2403537078312,21.1104610749889
"7",0,-3.12160361322305,-1.85560361322305,2.29737033398906,20.5067767873889
"8",0,-3.12160361322305,-1.85560361322305,2.21349164324681,18.7936161078627
"9",0,-3.12160361322305,-1.85560361322305,1.3002787405175,19.3836720657067
"10",0,-3.12160361322305,-1.85560361322305,3.07978066586359,19.3814167894625
"11",0,-3.12160361322305,-1.85560361322305,3.07466936796801,19.383623770655
"12",0,-3.12160361322305,-1.85560361322305,2.04956403398258,19.380387554174
"13",0,-3.12160361322305,-1.85560361322305,2.23782952813004,19.3547065559051
"14",0,-3.12160361322305,-1.85560361322305,2.24633975297798,19.4468949579397
"15",0,0.0800056856954521,1.34600568569545,0.680390121983574,18.5798832009347
"16",0,-5.98893323695378,-4.72293323695378,7.54816741095924,20.0525477495451
"17",0,-3.12160361322305,-3.52960361322304,2.26124565932212,19.3638962128468
"18",0,-3.12160361322305,-0.181603613223046,2.22058691871914,19.4142653131812
"19",0,-3.12160361322305,-1.85560361322305,2.48067065580729,14.1728116664707
"20",0,-3.12160361322305,-1.85560361322305,3.27035769624694,16.5019395788666
"21",0,-5.12160361322305,-1.85560361322305,2.99287606069763,15.6148175131721
"22",0,-1.12160361322305,-1.85560361322305,2.99287606069763,15.6148175131721
"23",0,-3.12160361322305,-1.85560361322305,2.99287606069763,13.8941537643498
"24",0,-3.12160361322305,-1.85560361322305,2.99287606069763,17.3354812619944
"25",0,-3.12160361322305,-1.85560361322305,3.0720033313361,16.3287911996845
"26",0,-3.12160361322305,-1.85560361322305,2.95554367360739,15.2596710464704
"27",0,-3.12160361322305,-1.85560361322305,1.73703973020036,15.6155096723257
"28",0,-3.12160361322305,-1.85560361322305,4.11425136773511,15.6141258402231
"29",0,-3.12160361322305,-1.85560361322305,4.10744410603884,15.6154798868084
"30",0,-3.12160361322305,-1.85560361322305,2.73798755629907,15.6134941600799
"31",0,-3.12160361322305,-1.85560361322305,2.98936959155259,15.5977482277101
"32",0,-3.12160361322305,-1.85560361322305,3.00119062188469,15.6543845503704
"33",0,0.0800056856954521,1.34600568569545,0.913106255748253,15.1338090361422
"34",0,-5.98893323695378,-4.72293323695378,10.0343414271255,16.0344107698821
"35",0,-3.12160361322305,-3.52960361322304,3.02197972644421,15.6033800543006
"36",0,-3.12160361322305,-0.181603613223046,2.9653136982945,15.634302853549
"37",0,-3.12160361322305,-1.85560361322305,1.84259431092356,16.8547902556953
"38",0,-3.12160361322305,-1.85560361322305,2.48067065580729,14.1728116664707
"39",0,-5.12160361322305,-1.85560361322305,2.02625021988336,15.7989436879722
"40",0,-1.12160361322305,-1.85560361322305,2.02625021988336,15.7989436879722
"41",0,-3.12160361322305,-1.85560361322305,2.02625021988336,14.0779255095546
"42",0,-3.12160361322305,-1.85560361322305,2.02625021988336,17.5199618663899
"43",0,-3.12160361322305,-1.85560361322305,2.07975405952202,16.5397254590124
"44",0,-3.12160361322305,-1.85560361322305,2.00100817110965,15.4295211328831
"45",0,-3.12160361322305,-1.85560361322305,1.17601823294946,15.7996630301337
"46",0,-3.12160361322305,-1.85560361322305,2.78544888405305,15.7982246070618
"47",0,-3.12160361322305,-1.85560361322305,2.78083969834194,15.7996318045934
"48",0,-3.12160361322305,-1.85560361322305,1.85368476227499,15.7975681718035
"49",0,-3.12160361322305,-1.85560361322305,2.02387930629092,15.7812025514421
"50",0,-3.12160361322305,-1.85560361322305,2.03187208646662,15.8400621281384
"51",0,0.0800056856954521,1.34600568569545,0.618071697129882,15.2984494143717
"52",0,-5.98893323695378,-4.72293323695378,6.79492481591938,16.2345969488013
"53",0,-3.12160361322305,-3.52960361322304,2.04592312661081,15.7870560988915
"54",0,-3.12160361322305,-0.181603613223046,2.00761998564933,15.8191939807289
"55",0,-3.12160361322305,-1.85560361322305,2.4593760887481,20.7680984274949
"56",0,-3.12160361322305,-1.85560361322305,3.27035769624694,16.5019395788666
"57",0,-5.12160361322305,-1.85560361322305,2.69162677375704,19.2045733452128
"58",0,-1.12160361322305,-1.85560361322305,2.69162677375704,19.2045733452128
"59",0,-3.12160361322305,-1.85560361322305,2.69162677375704,17.4769995755396
